0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0.00696499, -8.20265e-08, 7.82067e-21, 0.00696551, -8.2053e-08, 4.97414e-21, 0.00696598, -8.20755e-08, -9.49446e-22, 0.00696636, -8.20899e-08, -4.21111e-21, 0.00696661, -8.20959e-08, -4.9919e-21, 0.00696671, -8.20967e-08, -1.1022e-20, 0.00696665, -8.20971e-08, -2.09019e-21, 0.00696647, -8.21014e-08, 1.05198e-21, 0.00696619, -8.21104e-08, 3.60309e-21, 0.00696587, -8.21221e-08, 1.08303e-20, 
0.0117305, -4.66362e-07, -1.45332e-20, 0.0117309, -4.664e-07, 3.05234e-21, 0.0117313, -4.66433e-07, -4.1401e-21, 0.0117316, -4.66457e-07, 4.32442e-21, 0.0117318, -4.66469e-07, 3.45942e-24, 0.0117319, -4.66472e-07, 6.47251e-21, 0.011732, -4.66472e-07, 1.89294e-21, 0.0117319, -4.66473e-07, -2.57984e-21, 0.0117318, -4.66479e-07, -6.2174e-21, 0.0117316, -4.66486e-07, -1.27876e-20, 
0.0149909, -1.13883e-06, -1.86334e-20, 0.014991, -1.13884e-06, -1.37788e-20, 0.0149911, -1.13885e-06, -7.64191e-21, 0.0149912, -1.13886e-06, 1.21488e-20, 0.0149913, -1.13887e-06, 1.17061e-20, 0.0149914, -1.13887e-06, 2.30471e-20, 0.0149915, -1.13887e-06, 6.93227e-21, 0.0149917, -1.13887e-06, -2.26865e-21, 0.0149919, -1.13886e-06, -1.17488e-20, 0.0149921, -1.13885e-06, -2.77914e-20, 
0.0172205, -1.98545e-06, 1.71171e-20, 0.0172208, -1.9855e-06, 4.09425e-21, 0.0172211, -1.98554e-06, -5.06949e-21, 0.0172213, -1.98557e-06, 6.36963e-21, 0.0172215, -1.98558e-06, -8.2549e-21, 0.0172216, -1.98559e-06, -1.20174e-20, 0.0172216, -1.98559e-06, 9.61168e-21, 0.0172216, -1.98559e-06, -1.99823e-20, 0.0172216, -1.98559e-06, 1.53228e-20, 0.0172215, -1.98559e-06, 8.4592e-21, 
0.0187462, -2.89689e-06, -6.12245e-21, 0.0187464, -2.89692e-06, 5.38526e-21, 0.0187465, -2.89695e-06, -3.90027e-21, 0.0187467, -2.89698e-06, 1.99176e-21, 0.0187468, -2.89699e-06, -9.64901e-21, 0.0187469, -2.897e-06, -1.14303e-20, 0.018747, -2.897e-06, -5.07708e-22, 0.018747, -2.897e-06, -1.63938e-20, 0.018747, -2.897e-06, 2.2597e-20, 0.018747, -2.897e-06, -1.13139e-20, 
0.01979, -3.79432e-06, 1.29912e-20, 0.0197901, -3.79433e-06, 5.30395e-21, 0.0197901, -3.79434e-06, -1.31916e-20, 0.0197901, -3.79434e-06, -5.61809e-21, 0.0197902, -3.79435e-06, -1.54541e-20, 0.0197902, -3.79436e-06, 1.9113e-21, 0.0197903, -3.79436e-06, -1.97378e-20, 0.0197904, -3.79436e-06, -1.12834e-20, 0.0197906, -3.79435e-06, 2.22096e-21, 0.0197907, -3.79435e-06, 1.81176e-20, 
0.0205037, -4.62967e-06, 2.5489e-20, 0.0205038, -4.6297e-06, 2.68564e-20, 0.0205039, -4.62972e-06, -6.85462e-21, 0.0205041, -4.62974e-06, -2.04412e-20, 0.0205041, -4.62975e-06, -2.8509e-20, 0.0205042, -4.62976e-06, -4.52703e-20, 0.0205042, -4.62976e-06, -5.86022e-21, 0.0205042, -4.62976e-06, -8.37535e-21, 0.0205042, -4.62976e-06, 3.3543e-21, 0.0205042, -4.62976e-06, 2.76781e-20, 
0.0209921, -5.37871e-06, 2.77396e-21, 0.0209922, -5.37873e-06, 4.53087e-22, 0.0209923, -5.37875e-06, -3.95866e-20, 0.0209924, -5.37876e-06, 8.30764e-21, 0.0209924, -5.37877e-06, 2.21693e-20, 0.0209925, -5.37877e-06, -6.09806e-22, 0.0209925, -5.37877e-06, 1.29617e-23, 0.0209925, -5.37877e-06, -3.30042e-21, 0.0209925, -5.37877e-06, -2.35644e-20, 0.0209925, -5.37877e-06, -1.2185e-21, 
0.0213263, -6.03283e-06, -6.61719e-20, 0.0213263, -6.03283e-06, 8.37123e-21, 0.0213263, -6.03284e-06, -3.71112e-21, 0.0213264, -6.03284e-06, -3.26878e-21, 0.0213264, -6.03284e-06, 4.50944e-20, 0.0213264, -6.03284e-06, 4.06521e-21, 0.0213265, -6.03285e-06, 1.61477e-20, 0.0213265, -6.03285e-06, -3.31714e-21, 0.0213266, -6.03285e-06, -2.00885e-20, 0.0213266, -6.03284e-06, -4.06239e-20, 
