0.009996, 0, 0, 0.004998, 0, 0, 
0.0100585, 1.68107e-07, -2.11924e-07, 0.00506049, -1.68182e-07, 2.12019e-07, 6.2475e-05, -4.97497e-07, 6.2717e-07, 
0.010121, 3.29603e-07, -4.15514e-07, 0.00512298, -3.29867e-07, 4.15847e-07, 0.00012495, -4.97497e-07, 6.27171e-07, 
0.0101835, 1.57481e-07, -1.98528e-07, 0.00518545, -1.58014e-07, 1.992e-07, 0.000187425, -4.97498e-07, 6.27171e-07, 
0.0102459, 3.37432e-09, -4.25384e-09, 0.0052479, -4.29305e-09, 5.41204e-09, 0.0002499, -4.97497e-07, 6.27171e-07, 
0.0103084, 1.78433e-07, -2.24941e-07, 0.00531038, -1.79882e-07, 2.26768e-07, 0.000312375, -4.97497e-07, 6.2717e-07, 
0.0103709, 3.24054e-07, -4.08519e-07, 0.00537288, -3.26138e-07, 4.11146e-07, 0.00037485, -4.97497e-07, 6.27171e-07, 
0.0104334, 1.45006e-07, -1.82802e-07, 0.00543535, -1.478e-07, 1.86324e-07, 0.000437325, -4.97498e-07, 6.27171e-07, 
0.0104958, 6.24296e-09, -7.87019e-09, 0.00549781, -9.86222e-09, 1.24328e-08, 0.0004998, -4.97497e-07, 6.27171e-07, 
0.0105583, 1.87026e-07, -2.35774e-07, 0.00556028, -1.9161e-07, 2.41554e-07, 0.000562275, -4.97497e-07, 6.2717e-07, 
0.0106208, 3.16689e-07, -3.99234e-07, 0.00562278, -3.22334e-07, 4.06351e-07, 0.00062475, -4.97498e-07, 6.27171e-07, 
0.0106833, 1.31959e-07, -1.66354e-07, 0.00568526, -1.38734e-07, 1.74895e-07, 0.000687225, -4.97498e-07, 6.27171e-07, 
0.0107457, 8.60649e-09, -1.08498e-08, 0.00574771, -1.66261e-08, 2.09597e-08, 0.0007497, -4.97497e-07, 6.27171e-07, 
0.0108082, 1.93909e-07, -2.44452e-07, 0.00581018, -2.03308e-07, 2.56301e-07, 0.000812175, -4.97497e-07, 6.2717e-07, 
0.0108707, 3.07616e-07, -3.87796e-07, 0.00587267, -3.18482e-07, 4.01494e-07, 0.00087465, -4.97498e-07, 6.27171e-07, 
0.0109332, 1.18423e-07, -1.4929e-07, 0.00593516, -1.3082e-07, 1.64918e-07, 0.000937125, -4.97498e-07, 6.27171e-07, 
0.0109956, 1.04642e-08, -1.31917e-08, 0.00599762, -2.45026e-08, 3.08893e-08, 0.0009996, -4.97497e-07, 6.27171e-07, 
0.0110581, 1.99109e-07, -2.51007e-07, 0.00606008, -2.1492e-07, 2.70939e-07, 0.00106208, -4.97497e-07, 6.2717e-07, 
0.0111206, 2.96946e-07, -3.74346e-07, 0.00612256, -3.1461e-07, 3.96614e-07, 0.00112455, -4.97498e-07, 6.27171e-07, 
0.0111831, 1.0448e-07, -1.31713e-07, 0.00618506, -1.24055e-07, 1.5639e-07, 0.00118703, -4.97498e-07, 6.27171e-07, 
0.0112455, 1.18144e-08, -1.48938e-08, 0.00624753, -3.34091e-08, 4.21172e-08, 0.0012495, -4.97497e-07, 6.27171e-07, 
0.011308, 2.02656e-07, -2.55479e-07, 0.00630998, -2.26396e-07, 2.85407e-07, 0.00131198, -4.97497e-07, 6.2717e-07, 
0.0113705, 2.84789e-07, -3.5902e-07, 0.00637246, -3.10749e-07, 3.91746e-07, 0.00137445, -4.97498e-07, 6.27171e-07, 
0.011433, 9.02032e-08, -1.13715e-07, 0.00643495, -1.18435e-07, 1.49305e-07, 0.00143693, -4.97498e-07, 6.27171e-07, 
0.0114954, 1.26545e-08, -1.59529e-08, 0.00649743, -4.32629e-08, 5.45394e-08, 0.0014994, -4.97497e-07, 6.27171e-07, 
0.0115579, 2.04585e-07, -2.57911e-07, 0.00655988, -2.37691e-07, 2.99646e-07, 0.00156188, -4.97497e-07, 6.2717e-07, 
0.0116204, 2.71255e-07, -3.41958e-07, 0.00662235, -3.06927e-07, 3.86927e-07, 0.00162435, -4.97498e-07, 6.27171e-07, 
0.0116829, 7.56633e-08, -9.5385e-08, 0.00668485, -1.13949e-07, 1.4365e-07, 0.00168683, -4.97498e-07, 6.27171e-07, 
0.0117453, 1.29814e-08, -1.6365e-08, 0.00674733, -5.39813e-08, 6.80515e-08, 0.0017493, -4.97497e-07, 6.27171e-07, 
0.0118078, 2.04935e-07, -2.58352e-07, 0.00680979, -2.48764e-07, 3.13605e-07, 0.00181178, -4.97497e-07, 6.2717e-07, 
0.0118703, 2.56453e-07, -3.23297e-07, 0.00687225, -3.03173e-07, 3.82196e-07, 0.00187425, -4.97498e-07, 6.27171e-07, 
